"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.595415579E0,3.564413452E1,-1.862677383E1,3.127079582E1,5.094431961E1
1.600415579E0,3.145751953E1,-1.894355965E1,2.682126236E1,4.547322401E1
1.605415579E0,2.696096992E1,-1.891122246E1,2.348847580E1,4.045042311E1
1.610415579E0,2.206869888E1,-1.824240875E1,2.134479523E1,3.571292806E1
1.615415579E0,1.737429047E1,-1.721131516E1,1.958786201E1,3.133336364E1
1.620415579E0,1.330272579E1,-1.602075005E1,1.804621887E1,2.755527102E1
1.625415579E0,1.009974384E1,-1.472139263E1,1.711720848E1,2.473303566E1
1.630415579E0,7.675720215E0,-1.332647705E1,1.705939674E1,2.296812332E1
1.635415579E0,5.875288010E0,-1.195851898E1,1.801876831E1,2.240984598E1
1.640415579E0,4.559861183E0,-1.092303944E1,1.953144264E1,2.283817804E1
1.645415579E0,3.479471207E0,-1.017033672E1,2.127931213E1,2.384012571E1
1.650415579E0,2.349160194E0,-9.544768333E0,2.309408569E1,2.509896313E1
1.655415579E0,8.756914139E-1,-9.050836563E0,2.465285873E1,2.627637573E1
1.660415579E0,-1.093022346E0,-8.534328461E0,2.533621979E1,2.675730729E1
1.665415579E0,-3.284076691E0,-7.962470055E0,2.523751068E1,2.666679648E1
1.670415579E0,-5.600589752E0,-7.239866257E0,2.451897240E1,2.617178397E1
1.675415579E0,-8.132266045E0,-6.297748566E0,2.338258934E1,2.554487957E1
1.680415579E0,-1.082576084E1,-5.326604366E0,2.188889885E1,2.499387334E1
1.685415579E0,-1.345720959E1,-4.489736080E0,1.997148514E1,2.449723328E1
1.690415579E0,-1.587224960E1,-3.566139460E0,1.836756325E1,2.453595398E1
1.695415579E0,-1.817261124E1,-2.471843004E0,1.738788414E1,2.527236281E1
1.700415579E0,-2.027483749E1,-1.339526176E0,1.685873032E1,2.640227554E1
1.705415579E0,-2.196546936E1,-2.584375143E-1,1.628095245E1,2.734260498E1
1.710415579E0,-2.330620193E1,7.935166359E-1,1.540762520E1,2.795002024E1
1.715415579E0,-2.417289162E1,1.677224874E0,1.426033688E1,2.811581370E1
1.720415579E0,-2.470745850E1,2.219479084E0,1.335914707E1,2.817536873E1
1.725415579E0,-2.508878708E1,2.369890690E0,1.288619709E1,2.830402258E1
1.730415579E0,-2.551293182E1,2.311456442E0,1.263021374E1,2.856177201E1
1.735415579E0,-2.598511887E1,2.263757706E0,1.235930061E1,2.886352912E1
1.740415579E0,-2.635116959E1,2.385006428E0,1.225395012E1,2.915873262E1
1.745415579E0,-2.672041321E1,2.698233128E0,1.231362247E1,2.954464829E1
1.750415579E0,-2.733951950E1,3.357897520E0,1.250414848E1,3.025026498E1
1.755415579E0,-2.836542892E1,4.328473568E0,1.262552643E1,3.134863887E1
1.760415579E0,-2.976570320E1,5.162138939E0,1.194310951E1,3.248511398E1
1.765415579E0,-3.111992264E1,5.518489361E0,1.064609814E1,3.335030308E1
1.770415579E0,-3.230134583E1,5.461326599E0,9.008989334E0,3.397594618E1
1.775415579E0,-3.332956696E1,5.119296551E0,7.172757149E0,3.447485570E1
1.780415579E0,-3.434909821E1,4.642397404E0,5.258327484E0,3.505798638E1
1.785415579E0,-3.520238876E1,4.174498081E0,3.423634052E0,3.561398432E1
1.790415579E0,-3.575643921E1,3.815058708E0,1.731560707E0,3.600105443E1
1.795415579E0,-3.599264526E1,3.446186066E0,3.927612305E-1,3.615938292E1
1.800415579E0,-3.598862457E1,3.189656973E0,-4.280004501E-1,3.613223207E1
1.805415579E0,-3.590127945E1,3.303008556E0,-3.374786377E-1,3.605448132E1
1.810415579E0,-3.624921036E1,3.590808868E0,8.795738220E-2,3.642673327E1
1.815415579E0,-3.663895416E1,4.335738182E0,9.049224854E-2,3.689471204E1
1.820415579E0,-3.702040100E1,5.370050430E0,-1.353979111E-1,3.740809892E1
1.825415579E0,-3.734535980E1,6.443526745E0,-7.606229782E-1,3.790479499E1
1.830415579E0,-3.769937897E1,7.348002911E0,-2.186949730E0,3.847101598E1
1.835415579E0,-3.799844742E1,8.055953979E0,-4.251646042E0,3.907501625E1
1.840415579E0,-3.789253998E1,8.369568825E0,-6.483486176E0,3.934373980E1
1.845415579E0,-3.743208694E1,8.509506226E0,-8.208574295E0,3.925498085E1
1.850415579E0,-3.722095108E1,8.735000610E0,-8.698127747E0,3.920914257E1
1.855415579E0,-3.739418793E1,8.743206978E0,-9.000020981E0,3.944324196E1
1.860415579E0,-3.712338638E1,8.951156616E0,-9.366367340E0,3.931917927E1
1.865415579E0,-3.644679642E1,9.026720047E0,-9.267795563E0,3.867483262E1
1.870415579E0,-3.584085846E1,9.038102150E0,-8.430708885E0,3.791215211E1
1.875415579E0,-3.552021790E1,8.969799042E0,-6.985203743E0,3.729525768E1
1.880415579E0,-3.525172424E1,8.817212105E0,-5.207113266E0,3.670887250E1
1.885415579E0,-3.483924866E1,8.684393883E0,-3.525606155E0,3.607799666E1
1.890415579E0,-3.428431320E1,8.677355766E0,-2.081496239E0,3.542658975E1
1.895415579E0,-3.371896744E1,8.810871124E0,-8.274765015E-1,3.486093706E1
1.900415579E0,-3.322115707E1,8.985775948E0,5.227069855E-1,3.441892894E1
1.905415579E0,-3.279701996E1,9.010042191E0,2.142555714E0,3.407955286E1
1.910415579E0,-3.225183487E1,8.899847031E0,3.859885216E0,3.367917522E1
1.915415579E0,-3.149087906E1,8.666369438E0,5.226134300E0,3.307709030E1
1.920415579E0,-3.050477600E1,8.380702019E0,5.952655315E0,3.219024123E1
1.925415579E0,-2.928180313E1,8.035859108E0,6.229729176E0,3.099691197E1
1.930415579E0,-2.797789383E1,7.619638443E0,6.405297279E0,2.969594697E1
1.935415579E0,-2.696103096E1,7.079295635E0,6.701408386E0,2.866919063E1
1.940415579E0,-2.628323364E1,6.195134640E0,7.792472839E0,2.810534997E1
1.945415579E0,-2.576229668E1,4.852525711E0,9.143339157E0,2.776407007E1
1.950415579E0,-2.518268967E1,3.186058044E0,1.077170372E1,2.757441615E1
1.955415579E0,-2.443341827E1,1.278721452E0,1.234561348E1,2.740513144E1
1.960415579E0,-2.344392395E1,-5.935109854E-1,1.367516041E1,2.714737257E1
1.965415579E0,-2.215845680E1,-2.177128553E0,1.536304092E1,2.705106510E1
1.970415579E0,-2.040052032E1,-3.519411564E0,1.813183403E1,2.751964557E1
1.975415579E0,-1.803638458E1,-4.879767418E0,2.168974876E1,2.862810682E1
1.980415579E0,-1.479045677E1,-6.735599518E0,2.556870461E1,3.029660984E1
1.985415579E0,-1.040986156E1,-9.073719978E0,3.041308784E1,3.340140004E1
1.990415579E0,-5.355354786E0,-1.090165710E1,3.572705460E1,3.773524059E1
1.995415579E0,-9.399824142E-1,-1.140237331E1,4.020590973E1,4.180206767E1
2.000415579E0,2.136495590E0,-1.080291748E1,4.314068222E1,4.452399468E1
2.005415579E0,5.628892899E0,-9.699626923E0,4.692335129E1,4.824487635E1
2.010415579E0,1.006125736E1,-8.954462051E0,5.170628738E1,5.343174567E1
2.015415579E0,1.650218582E1,-9.758479118E0,5.825452423E1,6.132813094E1
2.020415579E0,2.313737106E1,-1.085126686E1,6.312955856E1,6.810601366E1
2.025415579E0,2.721399879E1,-1.083904266E1,6.463856506E1,7.096640522E1
2.030415579E0,3.038999557E1,-1.013249207E1,6.404444122E1,7.160942451E1
2.035415579E0,3.551493454E1,-9.522186279E0,6.242268372E1,7.244704307E1
2.040415579E0,4.174279404E1,-9.070531845E0,6.176325226E1,7.509616989E1
2.045415579E0,4.665026855E1,-8.784813881E0,6.155431747E1,7.773258333E1
2.050415579E0,5.007990265E1,-8.509784698E0,6.176916122E1,7.997401055E1
2.055415579E0,5.250666809E1,-8.437179565E0,6.145198441E1,8.126796774E1
2.060415579E0,5.415620041E1,-8.927976608E0,5.894231415E1,8.054066803E1
2.065415579E0,5.473705673E1,-1.009649658E1,5.375228119E1,7.737824214E1
2.070415579E0,5.334630966E1,-1.116313171E1,4.765550995E1,7.239814841E1
2.075415579E0,5.012101364E1,-1.206724548E1,4.094033432E1,6.583194814E1
2.080415579E0,4.570586777E1,-1.282576752E1,3.449917221E1,5.868321348E1
2.085415579E0,4.069355011E1,-1.308690453E1,2.905334473E1,5.168490041E1
2.090415579E0,3.555821609E1,-1.258926201E1,2.554862213E1,4.555884483E1
2.095415579E0,3.069729614E1,-1.181415558E1,2.399235725E1,4.071279245E1
2.100415579E0,2.649434662E1,-1.106977558E1,2.405572510E1,3.745888739E1
2.105415579E0,2.289680862E1,-1.038101864E1,2.566667175E1,3.592780862E1
2.110415579E0,1.983082581E1,-9.798482895E0,2.800075912E1,3.568353165E1
2.115415579E0,1.684853363E1,-9.020790100E0,2.989460945E1,3.548147987E1
2.120415579E0,1.362485886E1,-8.033763885E0,3.079219246E1,3.461700821E1
2.125415579E0,1.014930344E1,-6.919964314E0,3.072842407E1,3.309275317E1
2.130415579E0,6.455215454E0,-5.719573975E0,3.015701103E1,3.136604290E1
2.135415579E0,2.662507057E0,-4.615264893E0,2.949068260E1,2.996814933E1
2.140415579E0,-9.866323471E-1,-3.835881710E0,2.884045792E1,2.911115670E1
2.145415579E0,-4.390271187E0,-3.394733429E0,2.811988258E1,2.866228345E1
2.150415579E0,-7.549440384E0,-3.264705181E0,2.740715790E1,2.861476287E1
2.155415579E0,-1.048490715E1,-3.414672852E0,2.656181526E1,2.875975137E1
2.160415579E0,-1.370653343E1,-2.855515480E0,2.698502350E1,3.040089671E1
2.165415579E0,-1.646351242E1,-2.714639425E0,2.665975571E1,3.145089955E1
2.170415579E0,-1.873052406E1,-2.592335701E0,2.572331238E1,3.192556242E1
2.175415579E0,-2.062294006E1,-2.614457607E0,2.499410629E1,3.250917401E1
2.180415579E0,-2.223830223E1,-2.881866932E0,2.416504288E1,3.296659734E1
2.185415579E0,-2.379837227E1,-2.953106165E0,2.343225098E1,3.352840206E1
2.190415579E0,-2.531050873E1,-2.507818222E0,2.270125198E1,3.409190294E1
2.195415579E0,-2.671443176E1,-1.667153716E0,2.189123535E1,3.457841019E1
2.200415579E0,-2.801753998E1,-7.229318023E-1,2.122379112E1,3.515614436E1
2.205415579E0,-2.927016258E1,4.919913411E-2,2.070162201E1,3.585110866E1
2.210415579E0,-3.054191208E1,6.363711953E-1,2.015089417E1,3.659606396E1
2.215415579E0,-3.189364624E1,1.139686823E0,1.958688736E1,3.744528960E1
2.220415579E0,-3.330759430E1,1.464105129E0,1.898145294E1,3.836450179E1
2.225415579E0,-3.467099762E1,1.521531105E0,1.807557678E1,3.912952349E1
2.230415579E0,-3.598466110E1,1.384853363E0,1.667216492E1,3.968343151E1
2.235415579E0,-3.732755661E1,1.230948925E0,1.466190910E1,4.012272793E1
2.240415579E0,-3.852954865E1,1.223616242E0,1.216793060E1,4.042377878E1
2.245415579E0,-3.930196762E1,1.387093067E0,9.137521744E0,4.037403856E1
2.250415579E0,-3.945281982E1,1.509225726E0,6.034110069E0,3.994012066E1
2.255415579E0,-3.902137756E1,1.588026643E0,3.327555180E0,3.919518286E1
2.260415579E0,-3.834693909E1,1.836781502E0,1.420717239E0,3.841718289E1
2.265415579E0,-3.784019470E1,2.552536011E0,4.866304398E-1,3.792931036E1
2.270415579E0,-3.757293701E1,3.677498817E0,-3.197002411E-2,3.775249151E1
2.275415579E0,-3.721287918E1,4.883336067E0,5.943489075E-2,3.753197145E1
2.280415579E0,-3.687160492E1,6.151769161E0,3.428239822E-1,3.738284421E1
2.285415579E0,-3.691277313E1,7.507536888E0,1.127805710E-1,3.766866934E1
2.290415579E0,-3.751391220E1,9.095614433E0,-1.100081444E0,3.861649893E1
2.295415579E0,-3.858794403E1,1.073013020E1,-3.106998444E0,4.017236062E1
2.300415579E0,-3.880426407E1,1.102393055E1,-5.929633141E0,4.077325721E1
2.305415579E0,-3.791327667E1,1.071839333E1,-8.729581833E0,4.035475316E1
2.310415579E0,-3.880512619E1,1.048944950E1,-1.141668510E1,4.178764253E1
2.315415579E0,-4.014215851E1,1.069837475E1,-1.351224136E1,4.368556717E1
2.320415579E0,-4.025159836E1,1.008050251E1,-1.431600475E1,4.389482536E1
2.325415579E0,-3.958063507E1,9.229628563E0,-1.426510525E1,4.307326252E1
2.330415579E0,-3.887441254E1,8.510839462E0,-1.391324425E1,4.215723786E1
2.335415579E0,-3.855110931E1,7.960838795E0,-1.339017963E1,4.157956102E1
2.340415579E0,-3.833744812E1,7.713973045E0,-1.252415752E1,4.106238948E1
2.345415579E0,-3.783949280E1,7.770924568E0,-1.106234360E1,4.018196025E1
2.350415579E0,-3.708745193E1,7.981879234E0,-9.035987854E0,3.899793025E1
2.355415579E0,-3.615993881E1,8.351550102E0,-6.299758911E0,3.764274866E1
2.360415579E0,-3.517662811E1,8.796950340E0,-2.986598969E0,3.638270570E1
2.365415579E0,-3.403687668E1,9.161353111E0,5.631599426E-1,3.525275186E1
2.370415579E0,-3.254551697E1,9.251984596E0,3.671537876E0,3.403366104E1
2.375415579E0,-3.107554817E1,9.255572319E0,6.239659309E0,3.301951940E1
2.380415579E0,-2.996935844E1,9.003464699E0,8.452741623E0,3.241409667E1
2.385415579E0,-2.908169746E1,8.411881447E0,1.051198959E1,3.204694684E1
2.390415579E0,-2.829562569E1,7.714275360E0,1.216038132E1,3.174944647E1
2.395415579E0,-2.793479919E1,7.506843090E0,1.307799721E1,3.174491629E1
2.400415579E0,-2.786496925E1,7.466922760E0,1.387838554E1,3.201282606E1
2.405415579E0,-2.794925690E1,7.334105492E0,1.368286610E1,3.197140737E1
2.410415579E0,-2.788616943E1,6.708699226E0,1.287599564E1,3.143940767E1
2.415415579E0,-2.761739540E1,5.672165394E0,1.265177345E1,3.090244910E1
2.420415579E0,-2.735132408E1,4.486170292E0,1.435642338E1,3.121422024E1
2.425415579E0,-2.698638725E1,3.191211939E0,1.784708977E1,3.251103726E1
2.430415579E0,-2.587298203E1,1.268741488E0,2.170296478E1,3.379407617E1
2.435415579E0,-2.362112999E1,-1.705227375E0,2.452253914E1,3.409135533E1
2.440415579E0,-2.049047470E1,-5.121089935E0,2.631617355E1,3.374353429E1
2.445415579E0,-1.704990578E1,-7.634156227E0,2.807662201E1,3.372352787E1
2.450415579E0,-1.413553143E1,-8.466152191E0,3.039070511E1,3.456998609E1
2.455415579E0,-1.167614365E1,-8.107602119E0,3.311034393E1,3.603276867E1
2.460415579E0,-8.822647095E0,-7.562709332E0,3.564061737E1,3.748716155E1
2.465415579E0,-5.030710220E0,-7.338402748E0,3.742147827E1,3.846462318E1
2.470415579E0,-1.006927013E0,-6.971663952E0,3.784812164E1,3.849802998E1
2.475415579E0,2.467402458E0,-6.118749142E0,3.720114136E1,3.778163687E1
2.480415579E0,5.085154533E0,-4.880457401E0,3.641938782E1,3.709514079E1
2.485415579E0,6.969972610E0,-3.663384199E0,3.720959091E1,3.803359775E1
2.490415579E0,8.962134361E0,-3.010033607E0,3.937722397E1,4.049624578E1
2.495415579E0,1.200519180E1,-2.939113379E0,4.198839188E1,4.376971636E1
2.500415579E0,1.620960617E1,-2.755012989E0,4.548064423E1,4.836145602E1
2.505415579E0,2.099088287E1,-2.328711033E0,4.846305084E1,5.286499178E1
2.510415579E0,2.612104225E1,-1.979801655E0,4.919613647E1,5.573587989E1
2.515415579E0,3.143870354E1,-1.501941442E0,4.765035629E1,5.710695547E1
2.520415579E0,3.645209503E1,-6.780984402E-1,4.614597321E1,5.881042333E1
2.525415579E0,4.081069946E1,-4.113818407E-1,4.592832947E1,6.144179256E1
2.530415579E0,4.425007629E1,-1.100890875E0,4.597566986E1,6.382039981E1
2.535415579E0,4.687219620E1,-2.514445782E0,4.574607468E1,6.554409632E1
2.540415579E0,4.900446701E1,-4.522734642E0,4.459133530E1,6.640993976E1
2.545415579E0,5.012290573E1,-6.745619297E0,4.316886139E1,6.649330532E1
2.550415579E0,5.010783768E1,-8.897732735E0,4.145129395E1,6.563668802E1
2.555415579E0,4.903129196E1,-1.088923168E1,3.946796036E1,6.387771797E1
2.560415579E0,4.702327728E1,-1.257822609E1,3.757329178E1,6.149107767E1
2.565415579E0,4.446903992E1,-1.380373573E1,3.573547745E1,5.869465887E1
2.570415579E0,4.149382782E1,-1.445406723E1,3.372447968E1,5.538951468E1
2.575415579E0,3.811582947E1,-1.463849068E1,3.154318810E1,5.159529611E1
2.580415579E0,3.435683060E1,-1.451734543E1,2.949470520E1,4.755084397E1
2.585415579E0,3.032816124E1,-1.410935211E1,2.775027657E1,4.346204126E1
2.590415579E0,2.629151344E1,-1.348098087E1,2.652988625E1,3.970913483E1
2.595415579E0,2.251892471E1,-1.293070412E1,2.599566460E1,3.674343012E1
2.600415579E0,1.904199600E1,-1.250110626E1,2.595042801E1,3.452969712E1
2.605415579E0,1.574837208E1,-1.215252399E1,2.604322815E1,3.277109695E1
2.610415579E0,1.254640293E1,-1.180080986E1,2.621824646E1,3.136985475E1
2.615415579E0,9.388277054E0,-1.143032646E1,2.651213646E1,3.035927352E1
2.620415579E0,6.300625801E0,-1.101762295E1,2.696162605E1,2.979958356E1
2.625415579E0,3.348965645E0,-1.042385292E1,2.744970131E1,2.955263749E1
2.630415579E0,5.145492554E-1,-9.573965073E0,2.804604340E1,2.963960388E1
2.635415579E0,-2.216697693E0,-8.845079422E0,2.856013680E1,2.998050354E1
2.640415579E0,-4.936341286E0,-8.330637932E0,2.835117340E1,2.995923942E1
2.645415579E0,-7.636046410E0,-7.890900135E0,2.732041740E1,2.944453628E1
2.650415579E0,-1.018035603E1,-7.292310715E0,2.624039841E1,2.907534958E1
2.655415579E0,-1.259622765E1,-6.375000954E0,2.557919693E1,2.921644920E1
2.660415579E0,-1.498015690E1,-5.160201550E0,2.520413017E1,2.977047125E1
2.665415579E0,-1.730105019E1,-3.859251499E0,2.462202072E1,3.033915068E1
2.670415579E0,-1.934777069E1,-2.614173174E0,2.369416237E1,3.070152215E1
2.675415579E0,-2.108600998E1,-1.390038013E0,2.283278275E1,3.111089826E1
2.680415579E0,-2.260229492E1,-2.206074893E-1,2.232575417E1,3.177029591E1
2.685415579E0,-2.405494118E1,8.539524674E-1,2.192548180E1,3.255911826E1
2.690415579E0,-2.540390396E1,1.780951738E0,2.134439850E1,3.322820297E1
2.695415579E0,-2.648246384E1,2.537674904E0,2.039548683E1,3.352218024E1
2.700415579E0,-2.724839783E1,3.184551954E0,1.918342018E1,3.347566527E1
2.705415579E0,-2.783362579E1,3.618892431E0,1.789920616E1,3.328946813E1
2.710415579E0,-2.839169693E1,3.865025520E0,1.663847733E1,3.313405808E1
2.715415579E0,-2.903288651E1,4.091943741E0,1.523109436E1,3.303995669E1
2.720415579E0,-2.988125610E1,4.344188690E0,1.381760216E1,3.320673984E1
2.725415579E0,-3.088017464E1,4.603213310E0,1.272783470E1,3.371605752E1
2.730415579E0,-3.194051361E1,4.774412632E0,1.182160568E1,3.439101317E1
2.735415579E0,-3.297715378E1,4.753877640E0,1.118852615E1,3.514648121E1
2.740415579E0,-3.404180145E1,4.608599186E0,1.078161144E1,3.600453552E1
2.745415579E0,-3.509955215E1,4.381183624E0,1.051738548E1,3.690242172E1
2.750415579E0,-3.583535767E1,4.097602844E0,1.041376209E1,3.754210502E1
2.755415579E0,-3.603940582E1,3.887797832E0,1.014475918E1,3.764133211E1
2.760415579E0,-3.584428787E1,3.769008398E0,9.424459457E0,3.725370899E1
2.765415579E0,-3.541050720E1,3.675190449E0,8.146349907E0,3.652087159E1
2.770415579E0,-3.516085434E1,3.515207767E0,6.335909367E0,3.589966728E1
2.775415579E0,-3.507586288E1,3.418486118E0,4.262951851E0,3.549894312E1
2.780415579E0,-3.501766968E1,3.668748379E0,1.958984852E0,3.526378491E1
2.785415579E0,-3.527642059E1,4.478632450E0,-2.038383484E-2,3.555958962E1
2.790415579E0,-3.605613708E1,5.623385906E0,-2.200687408E0,3.655831664E1
2.795415579E0,-3.762691498E1,6.719245911E0,-4.257501602E0,3.845854023E1
2.800415579E0,-3.937092209E1,7.578478813E0,-6.808773994E0,4.066770525E1
2.805415579E0,-4.052600861E1,8.176400185E0,-8.713789940E0,4.225092932E1
2.810415579E0,-4.107776260E1,8.436110497E0,-1.006260490E1,4.312547459E1
2.815415579E0,-4.146389389E1,8.447577477E0,-1.084109116E1,4.368232273E1
2.820415579E0,-4.177460098E1,8.203276634E0,-1.074676228E1,4.390790287E1
2.825415579E0,-4.179415512E1,7.562224388E0,-1.004739285E1,4.364503114E1
2.830415579E0,-4.142556000E1,6.700007915E0,-8.990357399E0,4.291612347E1
2.835415579E0,-4.085089874E1,5.856364250E0,-8.060750961E0,4.204840825E1
2.840415579E0,-4.031656647E1,5.242260933E0,-7.311753273E0,4.130821428E1
2.845415579E0,-3.991972733E1,4.921377182E0,-6.421962738E0,4.073139070E1
2.850415579E0,-3.952121735E1,4.826700687E0,-5.406675339E0,4.018029117E1
2.855415579E0,-3.912314224E1,4.950881004E0,-4.295306206E0,3.966838965E1
2.860415579E0,-3.892800903E1,5.380924702E0,-2.935698509E0,3.940764601E1
2.865415579E0,-3.895951843E1,6.092710495E0,-1.203343391E0,3.945140344E1
2.870415579E0,-3.914772034E1,7.016369820E0,7.125473022E-1,3.977789809E1
2.875415579E0,-3.917400742E1,7.909767151E0,2.757037163E0,4.005956225E1
2.880415579E0,-3.897014236E1,8.585029602E0,4.655566692E0,4.017522906E1
2.885415579E0,-3.861610031E1,8.971555710E0,6.445698738E0,4.016514717E1
2.890415579E0,-3.821326065E1,9.030721664E0,8.314399719E0,4.013647301E1
2.895415579E0,-3.774076462E1,8.870296478E0,1.014994717E1,4.007578946E1
2.900415579E0,-3.693311310E1,8.365360260E0,1.162848854E1,3.961383396E1
2.905415579E0,-3.587435532E1,7.548872471E0,1.300864887E1,3.889961170E1
2.910415579E0,-3.479971313E1,6.427678585E0,1.463126945E1,3.829372184E1
2.915415579E0,-3.382197189E1,4.998022079E0,1.668685341E1,3.804414652E1
2.920415579E0,-3.257458115E1,2.989859343E0,1.856037521E1,3.761023961E1
2.925415579E0,-3.044165039E1,4.809491932E-1,2.076169586E1,3.685069071E1
2.930415579E0,-2.771376801E1,-2.218764544E0,2.438546753E1,3.698143967E1
2.935415579E0,-2.426336098E1,-5.165881157E0,2.940887642E1,3.847439442E1
2.940415579E0,-2.000947571E1,-8.159818649E0,3.433709717E1,4.057090091E1
2.945415579E0,-1.559254837E1,-1.098855114E1,3.759485626E1,4.215743159E1
2.950415579E0,-1.168283176E1,-1.316174889E1,3.727887344E1,4.122419917E1
2.955415579E0,-8.439945221E0,-1.416229820E1,3.527827072E1,3.894046418E1
2.960415579E0,-5.595892906E0,-1.386730480E1,3.433214951E1,3.744746520E1
2.965415579E0,-2.770549774E0,-1.314570141E1,3.591138458E1,3.834205203E1
2.970415579E0,-2.473726273E-1,-1.280875397E1,3.903897095E1,4.108730490E1
2.975415579E0,5.634926796E0,-1.386599064E1,4.443398285E1,4.688706568E1
2.980415579E0,1.366606522E1,-1.482310963E1,4.969622803E1,5.363022467E1
2.985415579E0,1.944168854E1,-1.369381618E1,5.302427673E1,5.811259569E1
2.990415579E0,2.222259712E1,-1.084576321E1,5.512447357E1,6.041673600E1
2.995415579E0,2.427571106E1,-6.916286469E0,5.863800049E1,6.384011487E1
3.000415579E0,2.810018158E1,-3.765459299E0,6.265407562E1,6.877013945E1
3.005415579E0,3.178404236E1,-1.475269914E0,6.466699219E1,7.207094871E1
3.010415579E0,3.593544769E1,-5.971053839E-1,6.420771027E1,7.358221927E1
3.015415579E0,4.083949280E1,-5.008780584E-2,6.231179810E1,7.450252924E1
3.020415579E0,4.562919235E1,1.171719193E0,5.963249969E1,7.509614598E1
3.025415579E0,4.953325653E1,2.232716322E0,5.662970734E1,7.526919873E1
3.030415579E0,5.240100861E1,2.223329544E0,5.309965134E1,7.463499092E1
3.035415579E0,5.365436172E1,1.247524261E0,4.933555984E1,7.289954948E1
3.040415579E0,5.335337830E1,-3.914648890E-1,4.598789597E1,7.043878758E1
3.045415579E0,5.175095367E1,-2.373946190E0,4.295386887E1,6.729659484E1
3.050415579E0,4.867108917E1,-4.383493423E0,3.951278687E1,6.284385620E1
3.055415579E0,4.458089447E1,-6.056890965E0,3.549248505E1,5.730496117E1
3.060415579E0,3.992447662E1,-7.208323479E0,3.136629868E1,5.128126806E1
3.065415579E0,3.531842422E1,-8.028182030E0,2.767980576E1,4.558524370E1
3.070415579E0,3.098687935E1,-8.509376526E0,2.505054092E1,4.074464114E1
3.075415579E0,2.700965500E1,-8.433478355E0,2.369920731E1,3.690931383E1
3.080415579E0,2.356642151E1,-8.146953583E0,2.334667587E1,3.415869362E1
3.085415579E0,2.054458237E1,-7.937615395E0,2.375527573E1,3.239442433E1
3.090415579E0,1.774530983E1,-7.785225868E0,2.449828720E1,3.123574617E1
3.095415579E0,1.509897804E1,-7.586376190E0,2.522791481E1,3.036412237E1
3.100415579E0,1.253100491E1,-7.401070595E0,2.573067093E1,2.956128137E1
3.105415579E0,1.000294781E1,-7.243705273E0,2.607347298E1,2.885058447E1
3.110415579E0,7.549398422E0,-7.108266830E0,2.659394646E1,2.854398119E1
3.115415579E0,5.121721268E0,-6.983144760E0,2.716133499E1,2.850849800E1
3.120415579E0,2.599267960E0,-6.776004791E0,2.754030037E1,2.848049472E1
3.125415579E0,-1.799678802E-2,-6.617525578E0,2.779823494E1,2.857505616E1
3.130415579E0,-2.626740456E0,-6.457143784E0,2.807425117E1,2.892677048E1
3.135415579E0,-5.234847069E0,-6.262505531E0,2.813446999E1,2.929455582E1
3.140415579E0,-7.985505581E0,-6.111536026E0,2.756923866E1,2.934590418E1
3.145415579E0,-1.084436321E1,-6.007957458E0,2.666371155E1,2.940491931E1
3.150415579E0,-1.367065048E1,-5.850292206E0,2.562200165E1,2.962430711E1
3.155415579E0,-1.632285690E1,-5.563664913E0,2.449558258E1,2.995702907E1
3.160415579E0,-1.880974960E1,-5.142024040E0,2.359496307E1,3.060995547E1
3.165415579E0,-2.114934158E1,-4.637864590E0,2.278903389E1,3.143476583E1
3.170415579E0,-2.319467163E1,-4.052092552E0,2.196523094E1,3.220067727E1
3.175415579E0,-2.496367073E1,-3.418189049E0,2.099350548E1,3.279628249E1
3.180415579E0,-2.659674835E1,-2.669363976E0,1.972456551E1,3.322003930E1
3.185415579E0,-2.810569382E1,-1.732757926E0,1.841737747E1,3.364717325E1
3.190415579E0,-2.952864265E1,-6.817565560E-1,1.736190987E1,3.426136955E1
3.195415579E0,-3.088758469E1,3.425318599E-1,1.644202614E1,3.499286269E1
3.200415579E0,-3.218923187E1,1.159261942E0,1.553271675E1,3.575969556E1
3.205415579E0,-3.335769653E1,1.783477068E0,1.447057533E1,3.640486587E1
3.210415579E0,-3.435635376E1,2.190619469E0,1.319299984E1,3.686750740E1
3.215415579E0,-3.494769669E1,2.209261656E0,1.164048576E1,3.690153451E1
3.220415579E0,-3.520273590E1,2.034957886E0,1.017694664E1,3.670073448E1
3.225415579E0,-3.522416687E1,1.913721681E0,8.814309120E0,3.636064229E1
3.230415579E0,-3.527273941E1,1.950257301E0,7.545076370E0,3.612336953E1
3.235415579E0,-3.541077423E1,1.966378212E0,6.370000839E0,3.603285287E1
3.240415579E0,-3.568137741E1,2.158231735E0,4.833047390E0,3.607183119E1
3.245415579E0,-3.612828064E1,2.741841793E0,3.163660049E0,3.637003029E1
3.250415579E0,-3.667243195E1,3.680500746E0,1.834963322E0,3.690230943E1
3.255415579E0,-3.712041473E1,4.756844521E0,7.721176147E-1,3.743192388E1
3.260415579E0,-3.749824142E1,5.766871452E0,-1.894454956E-1,3.793956781E1
3.265415579E0,-3.763859177E1,6.456375122E0,-1.119324684E0,3.820472821E1
