"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.597741477E0,3.462827921E0,7.870473862E-1,2.837118149E0,4.545311891E0
3.602741477E0,3.363721371E0,8.524529934E-1,2.727958679E0,4.413961500E0
3.607741477E0,3.285508871E0,8.250784874E-1,2.697148323E0,4.330119182E0
3.612741477E0,3.215746164E0,7.226152420E-1,2.729063988E0,4.279133841E0
3.617741477E0,3.125516176E0,5.706019402E-1,2.834444046E0,4.257758917E0
3.622741477E0,3.012012720E0,3.904139996E-1,2.947856903E0,4.232552898E0
3.627741477E0,2.845426083E0,1.971256733E-1,3.069417953E0,4.190063806E0
3.632741477E0,2.640509367E0,1.057720184E-2,3.195478439E0,4.145296618E0
3.637741477E0,2.434994698E0,-1.773895025E-1,3.317501068E0,4.119038668E0
3.642741477E0,2.263676167E0,-3.879446983E-1,3.453122139E0,4.147141592E0
3.647741477E0,2.135958672E0,-6.042965651E-1,3.549645424E0,4.186582905E0
3.652741477E0,2.013885736E0,-7.955861092E-1,3.560620308E0,4.167338478E0
3.657741477E0,1.891411662E0,-9.655681849E-1,3.462415695E0,4.061783160E0
3.662741477E0,1.763102889E0,-1.121486664E0,3.249435425E0,3.863301013E0
3.667741477E0,1.652556777E0,-1.242397785E0,2.926853180E0,3.583429320E0
3.672741477E0,1.614964724E0,-1.479280949E0,2.226631165E0,3.123182596E0
3.677741477E0,1.493873715E0,-1.387411475E0,1.658625603E0,2.628232899E0
3.682741477E0,1.402545214E0,-1.320417404E0,1.293964386E0,2.320555759E0
3.687741477E0,1.381476879E0,-1.294227362E0,9.359588623E-1,2.111757994E0
3.692741477E0,1.383859634E0,-1.300878763E0,5.570392609E-1,1.979304368E0
3.697741477E0,1.373652339E0,-1.290084839E0,1.588468552E-1,1.891156250E0
3.702741477E0,1.336671352E0,-1.265273929E0,-2.398262024E-1,1.856104799E0
3.707741477E0,1.295873165E0,-1.227955818E0,-6.099109650E-1,1.886572060E0
3.712741477E0,1.285478115E0,-1.215263128E0,-9.660587311E-1,2.015586249E0
3.717741477E0,1.282117009E0,-1.201513290E0,-1.325748444E0,2.201151323E0
3.722741477E0,1.242739558E0,-1.163004398E0,-1.700969219E0,2.406299467E0
3.727741477E0,1.206904054E0,-1.096496463E0,-2.027176857E0,2.601608713E0
3.732741477E0,1.168295503E0,-1.022213578E0,-2.339276314E0,2.807498647E0
3.737741477E0,1.128165364E0,-9.536294937E-1,-2.654163837E0,3.037556909E0
3.742741477E0,1.079606533E0,-9.212133884E-1,-2.949965000E0,3.273603195E0
3.747741477E0,9.288123846E-1,-8.573707342E-1,-3.190515041E0,3.431787180E0
3.752741477E0,8.736196756E-1,-7.932493687E-1,-3.389926910E0,3.589437331E0
3.757741477E0,1.018171072E0,-8.176119328E-1,-3.585382462E0,3.815773709E0
3.762741477E0,1.122233629E0,-8.930785656E-1,-3.696874142E0,3.965334294E0
3.767741477E0,9.927500486E-1,-7.787655592E-1,-3.869283199E0,4.069813378E0
3.772741477E0,1.013552427E0,-9.784934521E-1,-3.999493122E0,4.240363568E0
3.777741477E0,1.101705074E0,-1.250611067E0,-4.210772038E0,4.528618251E0
3.782741477E0,1.140448689E0,-1.426546216E0,-4.412547588E0,4.775587245E0
3.787741477E0,1.082921743E0,-1.451353669E0,-4.505420208E0,4.855713977E0
3.792741477E0,9.190251827E-1,-1.340619564E0,-4.565531254E0,4.846229847E0
3.797741477E0,7.094522715E-1,-1.133878350E0,-4.608830452E0,4.798991641E0
3.802741477E0,5.997130871E-1,-9.855637550E-1,-4.542142391E0,4.686368445E0
3.807741477E0,5.346289873E-1,-9.192451239E-1,-4.410201073E0,4.536597101E0
3.812741477E0,4.894671440E-1,-9.634394646E-1,-4.278833389E0,4.413185795E0
3.817741477E0,4.181371927E-1,-1.086048126E0,-4.153584480E0,4.313537212E0
3.822741477E0,3.670060635E-1,-1.197148323E0,-4.010763645E0,4.201676163E0
3.827741477E0,2.857201099E-1,-1.254408360E0,-3.800529957E0,4.012381371E0
3.832741477E0,1.839607954E-1,-1.240437627E0,-3.587762356E0,3.800600716E0
3.837741477E0,5.666100979E-2,-1.192399979E0,-3.441328049E0,3.642494601E0
3.842741477E0,-1.006014347E-1,-1.167292833E0,-3.473708153E0,3.665970750E0
3.847741477E0,-2.713941336E-1,-1.155377269E0,-3.639366150E0,3.827993911E0
3.852741477E0,-4.699444175E-1,-1.095944643E0,-3.733863831E0,3.919653240E0
3.857741477E0,-6.454640627E-1,-1.030482769E0,-3.772874355E0,3.963975214E0
3.862741477E0,-7.742040753E-1,-9.873175621E-1,-3.824688435E0,4.025224160E0
3.867741477E0,-8.655344844E-1,-9.835522175E-1,-3.933417797E0,4.145877528E0
3.872741477E0,-9.170797467E-1,-9.761893749E-1,-4.099211216E0,4.312483455E0
3.877741477E0,-9.589314461E-1,-9.862096310E-1,-4.284443378E0,4.499845999E0
3.882741477E0,-1.004854202E0,-9.591763020E-1,-4.443764687E0,4.655834591E0
3.887741477E0,-1.050446987E0,-8.858273029E-1,-4.549740314E0,4.752711417E0
3.892741477E0,-1.124257207E0,-7.597246170E-1,-4.598608017E0,4.794614839E0
3.897741477E0,-1.154941320E0,-6.016831398E-1,-4.580408573E0,4.761938130E0
3.902741477E0,-1.140186787E0,-4.525890350E-1,-4.422831535E0,4.589804084E0
3.907741477E0,-1.093358874E0,-3.335452080E-1,-4.191153526E0,4.344243768E0
3.912741477E0,-9.958827496E-1,-2.818596363E-1,-3.928018570E0,4.062087787E0
3.917741477E0,-8.671290874E-1,-2.626328468E-1,-3.624563217E0,3.736087175E0
3.922741477E0,-7.495790720E-1,-2.480888367E-1,-3.353881836E0,3.445568201E0
3.927741477E0,-6.519662142E-1,-2.191312313E-1,-3.159931183E0,3.233920766E0
3.932741477E0,-6.067155600E-1,-1.999976635E-1,-2.977372169E0,3.045135116E0
3.937741477E0,-5.785134435E-1,-1.870694160E-1,-2.831652164E0,2.896191767E0
3.942741477E0,-5.630636811E-1,-1.806035042E-1,-2.757056713E0,2.819755318E0
3.947741477E0,-5.545827150E-1,-1.507594585E-1,-2.729555607E0,2.789402125E0
3.952741477E0,-5.622726679E-1,-1.166496277E-1,-2.806434631E0,2.864582523E0
3.957741477E0,-6.039441228E-1,-5.470490456E-2,-2.934527397E0,2.996530022E0
3.962741477E0,-6.730757356E-1,1.279020309E-2,-3.064463139E0,3.137535476E0
3.967741477E0,-7.616555691E-1,6.775259972E-2,-3.169809818E0,3.260736712E0
3.972741477E0,-8.614860177E-1,1.521883011E-1,-3.242197037E0,3.358148458E0
3.977741477E0,-9.518618584E-1,2.505567074E-1,-3.267049313E0,3.412100654E0
3.982741477E0,-1.015588284E0,3.493638039E-1,-3.141025543E0,3.319565648E0
3.987741477E0,-1.042139649E0,4.585709572E-1,-2.902812481E0,3.118118450E0
3.992741477E0,-1.068438649E0,5.436339378E-1,-2.632734299E0,2.892816775E0
3.997741477E0,-1.061144590E0,5.985653400E-1,-2.333886147E0,2.632742459E0
4.002741477E0,-1.009563923E0,6.279990673E-1,-2.002482891E0,2.328849474E0
4.007741477E0,-9.104532003E-1,6.549417973E-1,-1.624678612E0,1.974197148E0
4.012741477E0,-7.791829705E-1,6.818058491E-1,-1.192215443E0,1.579038625E0
4.017741477E0,-6.488825083E-1,7.079212666E-1,-7.171077728E-1,1.198517662E0
4.022741477E0,-5.143702030E-1,7.313368320E-1,-2.147121429E-1,9.195279071E-1
4.027741477E0,-4.254614115E-1,7.263436317E-1,2.562341690E-1,8.799138784E-1
4.032741477E0,-3.272712231E-1,7.214126587E-1,6.861658096E-1,1.048029673E0
4.037741477E0,-2.559549809E-1,7.338924408E-1,1.099659920E0,1.346611676E0
4.042741477E0,-2.094368935E-1,7.519350052E-1,1.469233513E0,1.663705857E0
4.047741477E0,-1.781986952E-1,7.736623287E-1,1.769151688E0,1.939125026E0
4.052741477E0,-1.771081686E-1,7.594094276E-1,2.043000221E0,2.186760135E0
4.057741477E0,-1.744979620E-1,7.260932922E-1,2.261504173E0,2.381609148E0
4.062741477E0,-1.826291084E-1,6.975841522E-1,2.445087433E0,2.549201756E0
4.067741477E0,-2.124058008E-1,6.905016899E-1,2.605403900E0,2.703708248E0
4.072741477E0,-2.347270250E-1,6.855854988E-1,2.767833710E0,2.861123503E0
4.077741477E0,-2.739433050E-1,6.730301380E-1,2.966386795E0,3.054089900E0
4.082741477E0,-3.015416861E-1,6.662938595E-1,3.132712364E0,3.216949122E0
4.087741477E0,-3.463715315E-1,6.735212803E-1,3.300327301E0,3.386113472E0
4.092741477E0,-3.918304443E-1,7.013888359E-1,3.486832619E0,3.578194951E0
4.097741477E0,-4.196401834E-1,7.239460945E-1,3.690194130E0,3.783877449E0
4.102741477E0,-4.482586384E-1,7.333269119E-1,3.871749878E0,3.965999405E0
4.107741477E0,-4.806135893E-1,7.361545563E-1,4.023731232E0,4.118655846E0
4.112741477E0,-5.206485987E-1,7.533612251E-1,4.162924767E0,4.262460640E0
4.117741477E0,-5.760310888E-1,7.847084999E-1,4.308488846E0,4.417086753E0
4.122741477E0,-6.506565809E-1,8.386476040E-1,4.459924698E0,4.584496930E0
4.127741477E0,-7.461454868E-1,9.136185646E-1,4.637624741E0,4.785289459E0
4.132741477E0,-8.867550492E-1,1.048909903E0,4.773711205E0,4.967380111E0
4.137741477E0,-1.049689412E0,1.236024141E0,4.855652809E0,5.119274142E0
4.142741477E0,-1.226575851E0,1.451752901E0,4.907359123E0,5.262532505E0
4.147741477E0,-1.368011117E0,1.664636135E0,4.956346512E0,5.404427687E0
4.152741477E0,-1.449842572E0,1.819907904E0,4.997381210E0,5.512524578E0
4.157741477E0,-1.459591389E0,1.889669418E0,5.010339737E0,5.550203763E0
4.162741477E0,-1.406782866E0,1.896888256E0,5.016764641E0,5.544830976E0
4.167741477E0,-1.267438412E0,1.870863914E0,5.040104866E0,5.523512377E0
4.172741477E0,-1.065034747E0,1.819691896E0,5.133776665E0,5.549886526E0
4.177741477E0,-8.127234578E-1,1.769673586E0,5.259429932E0,5.608374740E0
4.182741477E0,-5.728940964E-1,1.704276562E0,5.403398514E0,5.694688907E0
4.187741477E0,-3.395676017E-1,1.639970064E0,5.501285553E0,5.750560903E0
4.192741477E0,-1.486506462E-1,1.579629660E0,5.559732437E0,5.781691072E0
4.197741477E0,3.733396530E-3,1.521061659E0,5.577148438E0,5.780850041E0
4.202741477E0,1.440231800E-1,1.497827530E0,5.569712639E0,5.769395884E0
4.207741477E0,2.744686604E-1,1.449112177E0,5.564089775E0,5.756244798E0
4.212741477E0,3.892351389E-1,1.362704277E0,5.539118767E0,5.717543498E0
4.217741477E0,4.694998264E-1,1.246609807E0,5.478395462E0,5.638021190E0
4.222741477E0,4.926999807E-1,1.097502828E0,5.382640839E0,5.515440882E0
4.227741477E0,4.267777205E-1,9.409694672E-1,5.250793457E0,5.351485279E0
4.232741477E0,3.003714085E-1,7.867763042E-1,5.043285370E0,5.113117176E0
4.237741477E0,1.253556013E-1,6.418205500E-1,4.749976158E0,4.794780615E0
4.242741477E0,-8.337247372E-2,5.201050043E-1,4.391530991E0,4.423008549E0
4.247741477E0,-3.104613423E-1,4.114487171E-1,3.991937637E0,4.025076694E0
4.252741477E0,-5.568752885E-1,2.932727337E-1,3.581304550E0,3.636187738E0
4.257741477E0,-7.830414772E-1,1.759483814E-1,3.117060661E0,3.218723187E0
4.262741477E0,-1.005022883E0,8.838093281E-2,2.622573853E0,2.809942312E0
4.267741477E0,-1.204228878E0,2.163469791E-2,2.105503082E0,2.425650115E0
4.272741477E0,-1.405956149E0,-2.185583115E-3,1.597767830E0,2.128280881E0
4.277741477E0,-1.585062861E0,-1.207113266E-3,1.109587669E0,1.934841215E0
4.282741477E0,-1.726432681E0,-1.339077950E-3,6.861801147E-1,1.857798360E0
4.287741477E0,-1.810814381E0,-1.113057137E-2,3.181400299E-1,1.838582522E0
4.292741477E0,-1.845454216E0,-2.854418755E-2,-2.214431763E-3,1.845676282E0
4.297741477E0,-1.808031321E0,-5.412149429E-2,-2.669601440E-1,1.828434880E0
4.302741477E0,-1.745296955E0,-8.738350868E-2,-4.724597931E-1,1.810225289E0
4.307741477E0,-1.665425539E0,-1.043663025E-1,-6.471681595E-1,1.789793613E0
4.312741477E0,-1.557065010E0,-1.359713078E-1,-7.858514786E-1,1.749429104E0
4.317741477E0,-1.461132288E0,-1.497833729E-1,-8.928556442E-1,1.718875744E0
4.322741477E0,-1.378606081E0,-1.531205177E-1,-9.871110916E-1,1.702465543E0
4.327741477E0,-1.319693446E0,-1.588876247E-1,-1.064446449E0,1.702904082E0
4.332741477E0,-1.256561041E0,-1.868715286E-1,-1.145634651E0,1.710656415E0
4.337741477E0,-1.196185470E0,-2.048521042E-1,-1.219251633E0,1.720290268E0
4.342741477E0,-1.138929605E0,-2.294776440E-1,-1.302765846E0,1.745571392E0
4.347741477E0,-1.092781067E0,-2.835507393E-1,-1.378149986E0,1.781535536E0
4.352741477E0,-1.042403460E0,-3.486806154E-1,-1.449528694E0,1.819152709E0
4.357741477E0,-9.881267548E-1,-4.196484089E-1,-1.501301765E0,1.845645215E0
4.362741477E0,-9.438734055E-1,-5.114250183E-1,-1.595183372E0,1.922774700E0
4.367741477E0,-9.146611691E-1,-6.078478098E-1,-1.731810093E0,2.050670674E0
4.372741477E0,-9.036592245E-1,-6.973654032E-1,-1.884612083E0,2.203334111E0
4.377741477E0,-8.880487680E-1,-7.827234268E-1,-2.075524330E0,2.389369754E0
4.382741477E0,-8.822910786E-1,-8.655831814E-1,-2.297701836E0,2.609043027E0
4.387741477E0,-8.696062565E-1,-9.609228373E-1,-2.554709911E0,2.864634439E0
4.392741477E0,-8.412057161E-1,-1.060887814E0,-2.815224648E0,3.123875770E0
4.397741477E0,-8.192832470E-1,-1.165020943E0,-3.102922916E0,3.414180643E0
4.402741477E0,-8.088474870E-1,-1.266477823E0,-3.398678303E0,3.716075153E0
4.407741477E0,-8.023694754E-1,-1.376603246E0,-3.715021133E0,4.042303216E0
4.412741477E0,-8.208055496E-1,-1.449317455E0,-4.014980793E0,4.346758977E0
4.417741477E0,-8.574604988E-1,-1.513880014E0,-4.310936451E0,4.648789551E0
4.422741477E0,-9.239441156E-1,-1.561550975E0,-4.599525452E0,4.944466458E0
4.427741477E0,-9.874952435E-1,-1.600813866E0,-4.879654408E0,5.229606011E0
4.432741477E0,-1.050951242E0,-1.622330666E0,-5.115050316E0,5.468107080E0
4.437741477E0,-1.114740372E0,-1.623140097E0,-5.320698738E0,5.673364516E0
4.442741477E0,-1.175519705E0,-1.625088573E0,-5.489193916E0,5.844143162E0
4.447741477E0,-1.228622079E0,-1.623896003E0,-5.630877495E0,5.987765176E0
4.452741477E0,-1.245302677E0,-1.628613234E0,-5.749623775E0,6.104206204E0
4.457741477E0,-1.256446600E0,-1.633730888E0,-5.836267471E0,6.189487270E0
4.462741477E0,-1.216965556E0,-1.650537372E0,-5.886289597E0,6.233272334E0
4.467741477E0,-1.152625203E0,-1.684046865E0,-5.894507408E0,6.237770137E0
4.472741477E0,-1.062516928E0,-1.727226377E0,-5.915071487E0,6.253025178E0
4.477741477E0,-9.523546696E-1,-1.769449949E0,-5.954257965E0,6.284196087E0
4.482741477E0,-8.369818926E-1,-1.807380080E0,-5.969488144E0,6.293008036E0
4.487741477E0,-7.404130697E-1,-1.829316020E0,-6.026007175E0,6.340928252E0
4.492741477E0,-6.627277136E-1,-1.830229044E0,-6.092617035E0,6.396008811E0
4.497741477E0,-5.894708037E-1,-1.833763123E0,-6.173412323E0,6.466929931E0
4.502741477E0,-5.302109122E-1,-1.827497482E0,-6.259519577E0,6.542358596E0
4.507741477E0,-5.984140635E-1,-1.774611235E0,-6.351549625E0,6.621897543E0
4.512741477E0,-5.434609652E-1,-1.725828052E0,-6.535118103E0,6.780973448E0
4.517741477E0,-4.158359766E-1,-1.733946562E0,-6.711470127E0,6.944301369E0
4.522741477E0,-3.780557215E-1,-1.753455400E0,-6.791665077E0,7.024545999E0
4.527741477E0,-4.238802195E-1,-1.729480028E0,-6.779507637E0,7.009457854E0
4.532741477E0,-5.109130740E-1,-1.662899494E0,-6.717718601E0,6.939309051E0
4.537741477E0,-5.919383168E-1,-1.560485125E0,-6.587587357E0,6.795720122E0
4.542741477E0,-6.530371904E-1,-1.459093332E0,-6.427020550E0,6.622839578E0
4.547741477E0,-6.668295860E-1,-1.390337586E0,-6.200220108E0,6.389086765E0
4.552741477E0,-6.263954639E-1,-1.344362736E0,-5.881255627E0,6.065381290E0
4.557741477E0,-5.545499325E-1,-1.337698698E0,-5.524300098E0,5.710941692E0
4.562741477E0,-4.336014986E-1,-1.332409501E0,-5.002081871E0,5.194626876E0
4.567741477E0,-3.501725197E-1,-1.290907502E0,-4.470134258E0,4.665957914E0
4.572741477E0,-3.501709700E-1,-1.199738383E0,-4.039094448E0,4.228034515E0
4.577741477E0,-3.892341256E-1,-1.092234135E0,-3.675633907E0,3.854187752E0
4.582741477E0,-3.915976882E-1,-9.940148592E-1,-3.338442802E0,3.505226759E0
4.587741477E0,-3.435075879E-1,-9.351960421E-1,-3.016075611E0,3.176366036E0
4.592741477E0,-2.815377414E-1,-9.272247553E-1,-2.693236351E0,2.862259822E0
4.597741477E0,-2.344940603E-1,-9.476648569E-1,-2.334094048E0,2.530029875E0
4.602741477E0,-2.056852579E-1,-9.917609692E-1,-1.953986645E0,2.200899828E0
4.607741477E0,-1.614812464E-1,-1.043253899E0,-1.553164005E0,1.877970532E0
4.612741477E0,-1.248724908E-1,-1.089623094E0,-1.100325584E0,1.553572662E0
4.617741477E0,-1.113972366E-1,-1.172701359E0,-6.134138107E-1,1.328124363E0
4.622741477E0,-1.437080801E-1,-1.255616426E0,-9.869766235E-2,1.267661568E0
4.627741477E0,-2.052462995E-1,-1.306603789E0,3.834419250E-1,1.377086495E0
4.632741477E0,-3.233337104E-1,-1.303721189E0,8.264513016E-1,1.577103479E0
4.637741477E0,-4.329424798E-1,-1.252978802E0,1.288695335E0,1.848818741E0
4.642741477E0,-4.957842827E-1,-1.183445215E0,1.768388748E0,2.184844021E0
4.647741477E0,-5.182181001E-1,-1.137730479E0,2.175177574E0,2.508859925E0
4.652741477E0,-5.194256306E-1,-1.128782511E0,2.514555931E0,2.804807386E0
4.657741477E0,-4.546738565E-1,-1.168553233E0,2.785875320E0,3.055052581E0
4.662741477E0,-3.523157239E-1,-1.208994985E0,2.896583557E0,3.158479309E0
4.667741477E0,-2.262045145E-1,-1.269011855E0,2.925708771E0,3.197081698E0
4.672741477E0,-9.262171388E-2,-1.333418489E0,2.848694801E0,3.146688055E0
4.677741477E0,3.744798899E-2,-1.390845895E0,2.747041702E0,3.079300695E0
4.682741477E0,1.591453552E-1,-1.459510207E0,2.661280632E0,3.039393343E0
4.687741477E0,2.888625264E-1,-1.539182901E0,2.657290459E0,3.084431576E0
4.692741477E0,4.153862596E-1,-1.652371287E0,2.823060036E0,3.297354179E0
4.697741477E0,5.095005035E-1,-1.747919559E0,3.175675392E0,3.660563856E0
4.702741477E0,5.489186049E-1,-1.794758320E0,3.693529129E0,4.143021420E0
4.707741477E0,5.350438356E-1,-1.785269737E0,4.358046532E0,4.739834334E0
4.712741477E0,5.070989132E-1,-1.722573876E0,5.032845497E0,5.343589043E0
4.717741477E0,4.958590865E-1,-1.657607555E0,5.695512772E0,5.952512476E0
4.722741477E0,5.497795939E-1,-1.608647704E0,6.357137680E0,6.580517041E0
4.727741477E0,7.088272572E-1,-1.584823012E0,6.992328644E0,7.204634614E0
4.732741477E0,9.228407741E-1,-1.575393081E0,7.607603073E0,7.823625948E0
4.737741477E0,1.221326470E0,-1.570474029E0,8.065648079E0,8.307388636E0
4.742741477E0,1.556435823E0,-1.599824429E0,8.409895897E0,8.701050492E0
4.747741477E0,1.896280646E0,-1.643393159E0,8.610798836E0,8.968973071E0
4.752741477E0,2.202700377E0,-1.675715685E0,8.683787346E0,9.114168896E0
4.757741477E0,2.431495905E0,-1.659160376E0,8.602521896E0,9.092214717E0
4.762741477E0,2.576581240E0,-1.556435943E0,8.444110870E0,8.964612212E0
4.767741477E0,2.658418417E0,-1.399123430E0,8.193160057E0,8.726546085E0
4.772741477E0,2.693733692E0,-1.234250069E0,7.876841545E0,8.415711923E0
4.777741477E0,2.685608625E0,-1.063900113E0,7.491604805E0,8.029229085E0
4.782741477E0,2.646492481E0,-9.171050191E-1,7.064361572E0,7.599355795E0
4.787741477E0,2.637951136E0,-8.155064583E-1,6.635588646E0,7.187132506E0
4.792741477E0,2.680449486E0,-7.568705678E-1,6.346839905E0,6.931092214E0
4.797741477E0,2.742170811E0,-7.495503426E-1,6.220862389E0,6.839623917E0
4.802741477E0,2.807320833E0,-7.813194990E-1,6.253725052E0,6.899317897E0
4.807741477E0,2.862776518E0,-8.153547645E-1,6.395988464E0,7.054711987E0
4.812741477E0,2.872210979E0,-8.064432144E-1,6.588234901E0,7.232204760E0
4.817741477E0,2.832535267E0,-7.975638509E-1,6.799749374E0,7.409180500E0
4.822741477E0,2.762105942E0,-7.928846478E-1,7.038973808E0,7.602963078E0
4.827741477E0,2.666627169E0,-7.936924100E-1,7.256758690E0,7.771833425E0
4.832741477E0,2.532807350E0,-7.937238812E-1,7.444148064E0,7.903192460E0
4.837741477E0,2.369290829E0,-7.896667719E-1,7.586720467E0,7.987204773E0
4.842741477E0,2.221233845E0,-7.347897887E-1,7.627815247E0,7.978556340E0
4.847741477E0,2.088031769E0,-6.877790689E-1,7.592419624E0,7.904286968E0
4.852741477E0,2.007534027E0,-6.636371017E-1,7.460435867E0,7.754270462E0
4.857741477E0,1.946812868E0,-6.178598404E-1,7.150060654E0,7.436074131E0
4.862741477E0,1.898944497E0,-6.245060563E-1,6.575870514E0,6.872995783E0
4.867741477E0,1.908864021E0,-7.001866102E-1,5.882462502E0,6.223936714E0
4.872741477E0,1.942466974E0,-6.780786514E-1,5.230280876E0,5.620392037E0
4.877741477E0,2.011511326E0,-6.202515960E-1,4.662183762E0,5.115354072E0
4.882741477E0,2.093060970E0,-5.768167973E-1,4.123438835E0,4.660082582E0
4.887741477E0,2.181569576E0,-5.449419618E-1,3.523230553E0,4.179636478E0
4.892741477E0,2.267455339E0,-5.130934715E-1,2.851691246E0,3.679233832E0
4.897741477E0,2.345918179E0,-4.732543528E-1,2.123429298E0,3.199414598E0
4.902741477E0,2.413726568E0,-4.409122467E-1,1.403356552E0,2.826639200E0
4.907741477E0,2.449307442E0,-4.026300013E-1,7.323093414E-1,2.587951861E0
4.912741477E0,2.454707623E0,-3.524773121E-1,1.146726608E-1,2.482534911E0
4.917741477E0,2.465774059E0,-2.945619226E-1,-4.345893860E-1,2.521046682E0
4.922741477E0,2.430578232E0,-2.390635312E-1,-9.067087173E-1,2.605183796E0
4.927741477E0,2.331807613E0,-2.027860433E-1,-1.273680687E0,2.664716011E0
4.932741477E0,2.266740799E0,-1.700205654E-1,-1.617299080E0,2.789744998E0
4.937741477E0,2.237088203E0,-2.150819302E-1,-1.873632431E0,2.925973744E0
4.942741477E0,2.184271574E0,-2.920834124E-1,-2.083919525E0,3.032997794E0
4.947741477E0,2.107075214E0,-3.737908900E-1,-2.263659477E0,3.115066583E0
4.952741477E0,2.037190914E0,-4.512710273E-1,-2.437891483E0,3.208910601E0
4.957741477E0,1.981798172E0,-5.323600173E-1,-2.597633362E0,3.310382193E0
4.962741477E0,1.973952413E0,-6.046108007E-1,-2.748004913E0,3.437087917E0
4.967741477E0,1.975777149E0,-6.921690106E-1,-2.889153481E0,3.567912711E0
4.972741477E0,1.971421838E0,-7.890672088E-1,-3.050412178E0,3.716738567E0
4.977741477E0,1.938510418E0,-8.728955388E-1,-3.231143475E0,3.867823343E0
4.982741477E0,1.899338722E0,-9.417693019E-1,-3.420470715E0,4.024181520E0
4.987741477E0,1.809759378E0,-9.875484109E-1,-3.626254082E0,4.171354641E0
4.992741477E0,1.646132469E0,-9.919179082E-1,-3.870079041E0,4.321014351E0
4.997741477E0,1.568119287E0,-1.049021959E0,-3.963792801E0,4.389885937E0
5.002741477E0,1.609451175E0,-1.219642997E0,-4.066843510E0,4.540603292E0
5.007741477E0,1.535832286E0,-1.342843413E0,-4.244218826E0,4.709076628E0
5.012741477E0,1.379207492E0,-1.412157655E0,-4.386713028E0,4.810369397E0
5.017741477E0,1.224387646E0,-1.450620174E0,-4.553088665E0,4.932954529E0
5.022741477E0,1.073337793E0,-1.450693369E0,-4.742801189E0,5.074517553E0
5.027741477E0,9.282351732E-1,-1.434736729E0,-4.907623291E0,5.196619707E0
5.032741477E0,7.703745365E-1,-1.419517398E0,-5.107654572E0,5.356924658E0
5.037741477E0,4.919358492E-1,-1.371193528E0,-5.322952747E0,5.518695364E0
5.042741477E0,4.280507565E-1,-1.386013031E0,-5.669892311E0,5.852515561E0
5.047741477E0,4.410642385E-1,-1.441172242E0,-6.017332554E0,6.203209343E0
5.052741477E0,3.862619400E-1,-1.497422457E0,-6.317260742E0,6.503787788E0
5.057741477E0,2.543323040E-1,-1.544709444E0,-6.599214554E0,6.782362783E0
5.062741477E0,-1.704263687E-2,-1.460647941E0,-6.902772903E0,7.055640057E0
5.067741477E0,-3.356157541E-1,-1.276361942E0,-7.087007523E0,7.208842720E0
5.072741477E0,-3.634537458E-1,-1.354641199E0,-7.161391258E0,7.297443125E0
5.077741477E0,-2.377434969E-1,-1.534235239E0,-7.365889549E0,7.527730640E0
5.082741477E0,-1.206061840E-1,-1.767762899E0,-7.449805260E0,7.657619077E0
5.087741477E0,-3.067600727E-2,-1.984172225E0,-7.487891197E0,7.746379478E0
5.092741477E0,2.621150017E-2,-2.119848490E0,-7.498631477E0,7.792555338E0
5.097741477E0,-9.258627892E-3,-2.094324589E0,-7.501951694E0,7.788809950E0
5.102741477E0,-1.524989605E-1,-1.928214908E0,-7.501823425E0,7.747168732E0
5.107741477E0,-3.340802789E-1,-1.711045027E0,-7.547589302E0,7.746314542E0
5.112741477E0,-4.706506133E-1,-1.549454927E0,-7.599485874E0,7.770103482E0
5.117741477E0,-5.419385433E-1,-1.458682656E0,-7.633061886E0,7.790063301E0
5.122741477E0,-5.525555611E-1,-1.440011501E0,-7.601183891E0,7.756090982E0
5.127741477E0,-5.282896757E-1,-1.422048569E0,-7.508365631E0,7.660082673E0
5.132741477E0,-5.065766573E-1,-1.383707285E0,-7.343782425E0,7.490153941E0
5.137741477E0,-5.027810931E-1,-1.297419429E0,-7.201237679E0,7.334433182E0
5.142741477E0,-5.134567022E-1,-1.183019638E0,-7.049638271E0,7.166629124E0
5.147741477E0,-5.146877170E-1,-1.059872389E0,-6.878451347E0,6.978633524E0
5.152741477E0,-5.121493340E-1,-9.294177294E-1,-6.724304676E0,6.807524339E0
5.157741477E0,-4.841886163E-1,-7.957187891E-1,-6.606052876E0,6.671397275E0
5.162741477E0,-4.603824019E-1,-6.890041828E-1,-6.474480152E0,6.527294383E0
5.167741477E0,-4.317575693E-1,-6.092349291E-1,-6.297867775E0,6.341980787E0
5.172741477E0,-4.168180227E-1,-5.452961922E-1,-6.059125900E0,6.097876014E0
5.177741477E0,-3.999159932E-1,-4.743108749E-1,-5.743810654E0,5.777219438E0
5.182741477E0,-3.578096628E-1,-3.931319714E-1,-5.390272141E0,5.416420797E0
5.187741477E0,-2.907587290E-1,-3.127295971E-1,-4.933704376E0,4.952148959E0
5.192741477E0,-1.915991306E-1,-2.774281502E-1,-4.274426460E0,4.287703134E0
5.197741477E0,-8.413743973E-2,-2.377951145E-1,-3.528769970E0,3.537773753E0
5.202741477E0,-1.111805439E-2,-2.154834270E-1,-2.749426365E0,2.757879993E0
